182, 5720158
182, 5721247
181, 5722334
180, 5723418
180, 5724860
181, 5725942
180, 5727034
180, 5728118
183, 5729206
183, 5730297
183, 5731390
183, 5732489
182, 5733587
185, 5734692
186, 5735810
186, 5737296
188, 5738413
188, 5739534
189, 5740658
188, 5741785
190, 5742913
193, 5744058
191, 5744823
193, 5745967
193, 5747120
192, 5748270
194, 5749423
194, 5750583
195, 5751741
197, 5752912
195, 5754093
197, 5755274
197, 5756455
197, 5757247
197, 5758435
198, 5759623
199, 5760817
201, 5762017
202, 5763232
203, 5764038
201, 5765246
200, 5766449
198, 5767645
197, 5768827
196, 5770004
197, 5770788
195, 5771955
194, 5773123
193, 5774284
194, 5775440
192, 5776594
190, 5777743
191, 5778884
189, 5780024
190, 5781158
188, 5782295
189, 5783428
188, 5784557
188, 5785683
186, 5786808
186, 5787930
186, 5789045
187, 5790161
184, 5791280
187, 5792393
186, 5793505
185, 5794614
185, 5795723
185, 5796832
183, 5797934
184, 5799035
183, 5800145
185, 5801613
183, 5802716
184, 5803812
183, 5804910
183, 5806005
181, 5807092
187, 5808192
183, 5809292
182, 5810387
182, 5811479
183, 5812570
181, 5814024
182, 5815113
180, 5816201
181, 5817291
183, 5818378
181, 5819467
183, 5820554
180, 5821641
180, 5822723
182, 5824169
181, 5825253
180, 5826340
181, 5827426
182, 5828508
182, 5829599
182, 5830688
184, 5831782
184, 5832879
185, 5833982
185, 5835465
186, 5836580
186, 5837695
187, 5838815
188, 5839935
187, 5841061
190, 5842188
192, 5843324
190, 5844468
191, 5845609
192, 5846756
192, 5847522
191, 5848673
193, 5849826
195, 5850979
196, 5852146
195, 5853321
197, 5854493
197, 5855670
196, 5856849
197, 5858033
197, 5858823
200, 5860009
205, 5861205
202, 5862411
200, 5863620
201, 5864824
200, 5865624
199, 5866817
198, 5868003
196, 5869184
195, 5870355
196, 5871521
194, 5872691
193, 5873467
193, 5874624
192, 5875779
190, 5876926
191, 5878070
189, 5879210
189, 5880342
189, 5881484
188, 5882619
189, 5883748
189, 5884876
187, 5885999
187, 5887116
183, 5888227
188, 5889343
184, 5890470
184, 5891583
185, 5892694
184, 5893803
185, 5895275
184, 5896380
185, 5897481
186, 5898583
184, 5899685
182, 5900790
184, 5901887
184, 5902983
184, 5904078
182, 5905174
182, 5906266
184, 5907355
183, 5908820
181, 5909909
182, 5911003
181, 5912094
181, 5913181
180, 5914264
180, 5915345
183, 5916441
183, 5917528
182, 5918977
183, 5920064
180, 5921149
180, 5922232
180, 5923312
181, 5924392
181, 5925478
182, 5926560
181, 5927644
181, 5929086
181, 5930173
182, 5931262
183, 5932354
187, 5933455
185, 5934562
185, 5935671
186, 5936780
187, 5937892
187, 5939010
187, 5940127
188, 5941251
191, 5942382
190, 5943521
190, 5944658
191, 5945799
193, 5946942
192, 5948092
193, 5949244
193, 5950397
197, 5951560
195, 5952732
196, 5953901
197, 5955077
196, 5955861
197, 5957040
197, 5958223
197, 5959409
201, 5960603
199, 5961810
200, 5962608
201, 5963815
200, 5965021
197, 5966221
198, 5967409
196, 5968590
196, 5969766
197, 5970548
195, 5971721
194, 5972887
192, 5974049
193, 5975203
192, 5976350
191, 5977499
190, 5978634
193, 5979774
191, 5980919
189, 5982056
189, 5983186
187, 5984316
188, 5985439
188, 5986561
185, 5987677
189, 5988795
188, 5989917
185, 5991035
185, 5992149
186, 5993259
186, 5994366
185, 5995473
185, 5996576
187, 5997681
184, 5998790
182, 5999894
184, 6000994
183, 6002461
182, 6003557
181, 6004650
182, 6005740
184, 6006842
182, 6007934
182, 6009028
182, 6010121
181, 6011210
182, 6012298
180, 6013748
182, 6014834
181, 6015924
182, 6017012
179, 6018100
183, 6019185
180, 6020269
180, 6021350
181, 6022792
183, 6023877
180, 6024963
181, 6026050
181, 6027132
181, 6028212
183, 6029298
182, 6030386
184, 6031475
184, 6032949
184, 6034052
184, 6035161
184, 6036269
185, 6037380
186, 6038496
185, 6039615
188, 6040732
191, 6041872
191, 6043007
189, 6044146
190, 6045285
190, 6046429
191, 6047577
190, 6048725
194, 6049880
196, 6050656
196, 6051823
196, 6052994
197, 6054165
197, 6055340
197, 6056518
197, 6057699
199, 6058884
202, 6059683
198, 6060888
203, 6062086
202, 6063295
200, 6064501
199, 6065304
197, 6066498
198, 6067682
198, 6068867
195, 6070054
196, 6071224
193, 6072390
193, 6073553
192, 6074713
192, 6075478
193, 6076628
191, 6077773
